POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,0,0.7710752,0.278790146,0.409515694
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,1,0.697542187,0.277236231,0.396775233
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,2,0.773831036,0.282105555,0.413475649
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,3,0.787371011,0.281627523,0.414865578
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,4,0.796900322,0.28261767,0.417256801
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,5,0.553368967,0.185373869,0.277715442
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,6,0.757057364,0.276995349,0.405591255
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,7,0.735806438,0.216259811,0.334273715
POS3G,KI04,16200,500,cosine_sim,0.5,1000,1,8,0.78707491,0.278246083,0.411144645
,,,,,,,,,0.740003048,0.262139137,0.38673489
,,,,,,,,,0.076444638,0.035673806,0.04827859
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,0,0.492918679,0.247180703,0.329253039
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,1,0.560361291,0.361797143,0.439701263
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,2,0.642465568,0.325882459,0.432423578
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,3,0.495103733,0.265914483,0.345997639
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,4,0.535983824,0.308697057,0.391761275
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,5,0.661278525,0.284543925,0.397881837
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,6,0.688466845,0.326949105,0.443352537
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,7,0.276504294,0.241505128,0.257822357
POS3G,KI04,16200,500,cosine_sim,0.5,1000,2,8,0.433853813,0.31013018,0.361704451
,,,,,,,,,0.531881841,0.296955576,0.377766442
,,,,,,,,,0.128460585,0.040190369,0.060963845
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,0,0.578370952,0.323339493,0.41478985
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,1,0.486715957,0.371913605,0.421640004
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,2,0.415563852,0.259578472,0.319551673
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,3,0.509229456,0.369054682,0.427956072
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,4,0.404149849,0.401698718,0.402920556
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,5,0.46028242,0.385307708,0.419471227
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,6,0.23470988,0.267211295,0.249908289
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,7,0.389474693,0.297446242,0.337295831
POS3G,KI04,16200,500,cosine_sim,0.5,1000,3,8,0.528503294,0.449498279,0.485809691
,,,,,,,,,0.445222261,0.34722761,0.386593688
,,,,,,,,,0.100436285,0.064319625,0.071180438
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,0,0.449432285,0.476553071,0.462595513
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,1,0.255210483,0.349366248,0.294956535
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,2,0.27594506,0.377775784,0.318929287
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,3,0.328921658,0.327041964,0.327979118
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,4,0.278604871,0.379760088,0.321411426
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,5,0.236216153,0.264248732,0.249447347
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,6,0.267504732,0.42307182,0.327765875
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,7,0.486746517,0.484981194,0.485862252
POS3G,KI04,16200,500,cosine_sim,0.5,1000,4,8,0.265307212,0.415853775,0.323943994
,,,,,,,,,0.315987663,0.388739186,0.345876816
,,,,,,,,,0.090215497,0.070660457,0.077107718
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,0,0.272250676,0.449136644,0.33900722
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,1,0.297358772,0.477906373,0.366609161
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,2,0.297880665,0.507189807,0.375326241
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,3,0.328593249,0.504569339,0.397996936
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,4,0.303052791,0.441922983,0.35954456
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,5,0.312339824,0.420798708,0.358546683
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,6,0.339237155,0.5515,0.420077438
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,7,0.282945635,0.564097902,0.376861477
POS3G,KI04,16200,500,cosine_sim,0.5,1000,5,8,0.341646593,0.565644231,0.425994442
,,,,,,,,,0.308367262,0.49808511,0.379996018
,,,,,,,,,0.02422654,0.054578522,0.029188324
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,0,0.334526981,0.521709644,0.407658227
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,1,0.348155303,0.472705236,0.400981231
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,2,0.355702394,0.572049881,0.438650527
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,3,0.352066803,0.544888269,0.427751794
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,4,0.351802883,0.574875301,0.436489802
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,5,0.353944283,0.605880217,0.44684802
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,6,0.360435248,0.578507277,0.444147343
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,7,0.348149044,0.525003608,0.418665634
POS3G,KI04,16200,500,cosine_sim,0.5,1000,6,8,0.309914868,0.488073524,0.379106371
,,,,,,,,,0.346077534,0.542632551,0.422255439
,,,,,,,,,0.015325961,0.044458394,0.022710338
,,,,,,,,,,,
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,0,0.011904762,0.5,0.023255814
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,1,0.014953271,0.5,0.029038113
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,2,0.020568071,0.5,0.039510818
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,3,0.016113744,0.5,0.031221304
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,4,0.01605288,0.5,0.031107045
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,5,0.020568071,0.5,0.039510818
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,6,0.016113744,0.5,0.031221304
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,7,0.014953271,0.5,0.029038113
POS3G,KI04,16200,500,cosine_sim,0.5,1000,7,8,0.011915674,0.5,0.023276634
,,,,,,,,,0.015904832,0.5,0.030797774
,,,,,,,,,0.003108972,0,0.005830204
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,0,0.712042396,0.299452261,0.421599272
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,1,0.45439339,0.293756529,0.356829619
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,2,0.675513131,0.296277586,0.411898151
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,3,0.668073478,0.276310949,0.390934055
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,4,0.716602374,0.300017108,0.422956624
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,5,0.381046559,0.180054975,0.244552276
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,6,0.605863782,0.277254363,0.380421075
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,7,0.573084383,0.214120197,0.311758707
POS3G,KI04,16200,500,minmax_sim,0.5,1000,1,8,0.68016725,0.2947466,0.411271179
,,,,,,,,,0.607420749,0.270221174,0.372468995
,,,,,,,,,0.11848932,0.04321518,0.059916883
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,0,0.440086594,0.245989564,0.315582194
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,1,0.594975478,0.371882483,0.45769072
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,2,0.415996127,0.347564848,0.37871404
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,3,0.492893105,0.261107931,0.341374329
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,4,0.559808799,0.311128532,0.399965608
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,5,0.600941576,0.268636378,0.371294529
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,6,0.409954413,0.347945064,0.376413017
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,7,0.338386136,0.217776112,0.265003305
POS3G,KI04,16200,500,minmax_sim,0.5,1000,2,8,0.408115928,0.314295675,0.355113541
,,,,,,,,,0.473462017,0.298480732,0.362350143
,,,,,,,,,0.093417719,0.052689939,0.053858952
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,0,0.266110395,0.331029113,0.295040897
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,1,0.364717925,0.367881601,0.366292932
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,2,0.3509781,0.255008875,0.295394238
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,3,0.503819351,0.339708972,0.405800135
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,4,0.361422923,0.404068762,0.381557934
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,5,0.416408407,0.368172302,0.390807575
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,6,0.359931656,0.272606942,0.31024152
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,7,0.347879642,0.277434636,0.308689135
POS3G,KI04,16200,500,minmax_sim,0.5,1000,3,8,0.472194883,0.415656125,0.442125297
,,,,,,,,,0.382607031,0.336840814,0.355105518
,,,,,,,,,0.071520757,0.058170219,0.054293607
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,0,0.394887755,0.456836836,0.423609402
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,1,0.2516923,0.339546227,0.289092022
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,2,0.243621321,0.347717062,0.28650699
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,3,0.267957213,0.288176337,0.277699226
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,4,0.245612791,0.350928679,0.288974285
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,5,0.226781359,0.249564982,0.237628301
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,6,0.252333346,0.388954173,0.30609081
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,7,0.383112971,0.438486591,0.408933764
POS3G,KI04,16200,500,minmax_sim,0.5,1000,4,8,0.25560441,0.391476882,0.309275569
,,,,,,,,,0.280178163,0.361298641,0.314201152
,,,,,,,,,0.062725842,0.066480755,0.061506193
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,0,0.271338336,0.421050219,0.330008534
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,1,0.298157149,0.483988314,0.368996773
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,2,0.28316906,0.489272371,0.358724408
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,3,0.317991809,0.461598624,0.376568453
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,4,0.29383489,0.401418183,0.33930283
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,5,0.255712218,0.385674633,0.307526466
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,6,0.332302838,0.497877404,0.398578684
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,7,0.276025735,0.502172494,0.356239649
POS3G,KI04,16200,500,minmax_sim,0.5,1000,5,8,0.338320242,0.501819712,0.404160677
,,,,,,,,,0.29631692,0.460541328,0.36001183
,,,,,,,,,0.028275172,0.045917738,0.031406677
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,0,0.309237821,0.524538766,0.389090381
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,1,0.347291986,0.503264383,0.410977317
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,2,0.350578679,0.506366161,0.414311801
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,3,0.35192925,0.548777718,0.428842981
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,4,0.350877037,0.553370511,0.429450997
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,5,0.350252649,0.541401647,0.4253383
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,6,0.335783115,0.525489722,0.409743738
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,7,0.347671677,0.508017453,0.412821137
POS3G,KI04,16200,500,minmax_sim,0.5,1000,6,8,0.302128474,0.466608039,0.366772158
,,,,,,,,,0.338416743,0.519759378,0.409705423
,,,,,,,,,0.019253103,0.027180509,0.020314131
,,,,,,,,,,,
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,0,0.011904762,0.5,0.023255814
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,1,0.014953271,0.5,0.029038113
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,2,0.020568071,0.5,0.039510818
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,3,0.016113744,0.5,0.031221304
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,4,0.01605288,0.5,0.031107045
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,5,0.020568071,0.5,0.039510818
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,6,0.016113744,0.5,0.031221304
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,7,0.014953271,0.5,0.029038113
POS3G,KI04,16200,500,minmax_sim,0.5,1000,7,8,0.011915674,0.5,0.023276634
,,,,,,,,,0.015904832,0.5,0.030797774
,,,,,,,,,0.003108972,0,0.005830204
