POS3G,KI04,43,10,0.05,1,0,0.140729994,0.085601098,0.106451499
POS3G,KI04,43,10,0.05,1,1,0.108512733,0.060431692,0.077630358
POS3G,KI04,43,10,0.05,1,2,0.108049893,0.093221968,0.100089736
POS3G,KI04,43,10,0.05,1,3,0.140104727,0.108173919,0.122086032
POS3G,KI04,43,10,0.05,1,4,0.137256905,0.087962704,0.107215251
POS3G,KI04,43,10,0.05,1,5,0.090187867,0.092246614,0.091205624
POS3G,KI04,43,10,0.05,1,6,0.148995539,0.115379509,0.130050338
POS3G,KI04,43,10,0.05,1,7,0.159630838,0.143877387,0.151345275
POS3G,KI04,43,10,0.05,1,8,0.192813408,0.088633505,0.12144193
,,,,,,,0.136253545,0.097280933,0.111946227
,,,,,,,0.030884455,0.023224871,0.022005482
,,,,,,,,,
POS3G,KI04,43,10,0.05,2,0,0.14375345,0.102284413,0.119524183
POS3G,KI04,43,10,0.05,2,1,0.158538854,0.074994817,0.101823367
POS3G,KI04,43,10,0.05,2,2,0.132398677,0.058338318,0.080990226
POS3G,KI04,43,10,0.05,2,3,0.118595016,0.095998417,0.10610701
POS3G,KI04,43,10,0.05,2,4,0.180115705,0.095309621,0.124656362
POS3G,KI04,43,10,0.05,2,5,0.163059296,0.132672302,0.146304638
POS3G,KI04,43,10,0.05,2,6,0.13885379,0.065519587,0.089029629
POS3G,KI04,43,10,0.05,2,7,0.154138729,0.061291753,0.087707485
POS3G,KI04,43,10,0.05,2,8,0.144813701,0.050652638,0.075053291
,,,,,,,0.148251913,0.081895763,0.103466243
,,,,,,,0.018118618,0.026561683,0.023240323
,,,,,,,,,
POS3G,KI04,43,10,0.05,3,0,0.16274568,0.026692492,0.045862856
POS3G,KI04,43,10,0.05,3,1,0.183562138,0.051496212,0.080429007
POS3G,KI04,43,10,0.05,3,2,0.156872857,0.017610263,0.031665782
POS3G,KI04,43,10,0.05,3,3,0.189870519,0.113979002,0.142447171
POS3G,KI04,43,10,0.05,3,4,0.179462251,0.067913614,0.098537746
POS3G,KI04,43,10,0.05,3,5,0.18905789,0.109028316,0.138300015
POS3G,KI04,43,10,0.05,3,6,0.19647926,0.106789803,0.138372053
POS3G,KI04,43,10,0.05,3,7,0.150132558,0.035793026,0.057804832
POS3G,KI04,43,10,0.05,3,8,0.170380065,0.077113303,0.106173105
,,,,,,,0.175395913,0.067379559,0.093288063
,,,,,,,0.01616486,0.036974206,0.042041221
,,,,,,,,,
POS3G,KI04,43,10,0.05,4,0,0.260030503,0.244547597,0.252051504
POS3G,KI04,43,10,0.05,4,1,0.237946031,0.156622786,0.188903779
POS3G,KI04,43,10,0.05,4,2,0.236502932,0.135339893,0.172160275
POS3G,KI04,43,10,0.05,4,3,0.224631903,0.115407033,0.152477253
POS3G,KI04,43,10,0.05,4,4,0.235940209,0.138000894,0.174144856
POS3G,KI04,43,10,0.05,4,5,0.245357137,0.169643731,0.200593798
POS3G,KI04,43,10,0.05,4,6,0.228452542,0.018756847,0.034667367
POS3G,KI04,43,10,0.05,4,7,0.239954371,0.059564235,0.095437801
POS3G,KI04,43,10,0.05,4,8,0.227677374,0.014172422,0.026683833
,,,,,,,0.237388111,0.116895049,0.144124496
,,,,,,,0.010740251,0.074927999,0.076438511
,,,,,,,,,
POS3G,KI04,43,10,0.05,5,0,0.307430665,0.038600526,0.068589107
POS3G,KI04,43,10,0.05,5,1,0.319237641,0.059137616,0.099789576
POS3G,KI04,43,10,0.05,5,2,0.309529334,0.043894231,0.076885377
POS3G,KI04,43,10,0.05,5,3,0.309561405,0.191226302,0.236412683
POS3G,KI04,43,10,0.05,5,4,0.301290054,0.026539589,0.048782131
POS3G,KI04,43,10,0.05,5,5,0.315516368,0.103436677,0.155797721
POS3G,KI04,43,10,0.05,5,6,0.325423383,0.263870192,0.291432095
POS3G,KI04,43,10,0.05,5,7,0.318667804,0.161382284,0.214258218
POS3G,KI04,43,10,0.05,5,8,0.324923469,0.268966346,0.294308729
,,,,,,,0.314620014,0.128561529,0.165139515
,,,,,,,0.00823304,0.096272381,0.096911501
,,,,,,,,,
POS3G,KI04,43,10,0.05,6,0,0.491712707,0.051204603,0.092750602
POS3G,KI04,43,10,0.05,6,1,0.476029963,0.044502801,0.081396093
POS3G,KI04,43,10,0.05,6,2,0.477429244,0.166344402,0.246725484
POS3G,KI04,43,10,0.05,6,3,0.487127371,0.026308086,0.049920156
POS3G,KI04,43,10,0.05,6,4,0.487070707,0.088121345,0.149241721
POS3G,KI04,43,10,0.05,6,5,0.47776541,0.169537798,0.250266937
POS3G,KI04,43,10,0.05,6,6,0.481343284,0.126619552,0.200497358
POS3G,KI04,43,10,0.05,6,7,0.478209658,0.028824991,0.054372573
POS3G,KI04,43,10,0.05,6,8,0.481226106,0.260206718,0.337773731
,,,,,,,0.481990494,0.106852255,0.162549406
,,,,,,,0.005433687,0.080068494,0.101824599
,,,,,,,,,
POS3G,KI04,43,10,0.05,7,0,0.988095238,0.5,0.664
POS3G,KI04,43,10,0.05,7,1,0.985046729,0.5,0.663310258
POS3G,KI04,43,10,0.05,7,2,0.979431929,0.5,0.66203244
POS3G,KI04,43,10,0.05,7,3,0.983886256,0.5,0.66304695
POS3G,KI04,43,10,0.05,7,4,0.98394712,0.5,0.66306077
POS3G,KI04,43,10,0.05,7,5,0.979431929,0.5,0.66203244
POS3G,KI04,43,10,0.05,7,6,0.983886256,0.5,0.66304695
POS3G,KI04,43,10,0.05,7,7,0.985046729,0.5,0.663310258
POS3G,KI04,43,10,0.05,7,8,0.988084326,0.5,0.663997536
,,,,,,,0.984095168,0.5,0.663093067
,,,,,,,0.003108972,0,0.000706231
